user_id,session_id,timestamp,session_length,messages_sent,feedback_rating,resources_clicked
c2bb1616-5482-4b4e-b3b8-9d48ad3e1da9,76bc1a14-79cc-48e7-ae2a-43d6e923aa05,2024-05-22 15:07:33.062274,85,1,5,3
f6bea027-1bed-4fde-b028-5542e7154729,9a041191-0e1d-4d7f-9447-c11dba53299b,2024-11-17 04:00:23.348445,40,8,1,3
7552f255-115e-4e0c-9f62-3387165bee03,1a83f114-e138-4626-b7c2-85a7ea0f1d46,2024-06-15 18:23:56.404108,54,49,2,2
cef95fe1-81b4-4022-abb1-9c10e27d3dfe,807866b9-6e5b-4c0a-90a7-b121094f9608,2024-10-06 08:28:17.673480,108,35,3,4
556924de-5623-409c-991a-25a584b8d620,c3a15391-bcf8-4239-a37e-faf127ff9ef0,2024-07-31 16:41:16.093466,8,15,4,0
d28f7b29-cbd6-4493-b6da-3ab72ca12e94,17ce6e68-396f-43ea-abb8-7920cd36ecb8,2024-01-30 20:30:20.056537,7,61,1,1
9211b9cb-91da-43ed-83f4-358edfcffdb6,a67d4ff5-09e6-4c32-9b7b-538e8adc7732,2024-02-21 07:52:15.978429,12,28,2,3
0f1eb8e1-d338-449c-893c-b19d932af002,0a03336f-84f1-462c-83f8-a53861111593,2024-11-15 22:27:24.221814,58,14,1,1
fdb2309d-a7ea-435d-9119-99cd57c82f24,f74359d5-ad98-4383-8d23-1ee885ce1e54,2024-02-11 11:53:15.733898,132,33,2,0
cc38c612-db29-49a7-97f7-c6bd6b977f54,a0900b0d-d27c-495b-9883-3963f6da18ed,2024-09-08 02:00:30.647741,8,28,1,1
cd5632fc-5d55-47dc-9e50-0b8ebcdf7232,f252a17a-8115-4cb6-98bd-04f227195bc8,2024-03-27 19:28:43.186431,58,34,6,0
bd968f58-edcb-4716-b44d-1ce503306abf,fb750c21-263b-4e85-9e42-da11bf6a5146,2024-03-30 03:18:03.477469,97,14,2,2
4e1c1401-bcf1-467a-a7cb-59d05777003b,06864510-1234-44fe-8c4c-ec31f08cc26c,2024-09-12 10:50:01.350704,67,24,5,3
f994ff6a-697f-42fd-ac6a-b4b848914731,a7c8560d-2c02-4c02-bf61-b8e4b6f572b6,2024-01-31 10:34:24.185968,26,2,4,0
8a2667b1-9635-44bb-bde9-3caaf25a95f4,5aa009b9-dfa3-48b4-b291-2b625ae2a873,2024-11-30 05:10:29.977122,94,45,2,1
30589914-06c3-4b3d-bfaa-39f3c3031715,dacf8b32-e7c8-441c-a624-5f9fe5c0e966,2024-03-25 20:30:07.728041,48,26,3,3
b07a6f1c-7084-4ada-9a5d-a803f79235e3,cdda0ad4-7908-4957-953d-57f9060853f3,2024-01-25 00:10:17.151523,45,18,2,2
cabf2d10-1f4d-4691-94ec-120e6dca67cd,4ac1f83e-c22e-4992-b333-3385ed0383ea,2024-11-19 06:33:40.225227,78,7,3,3
930a51e9-1a76-484b-9a2a-62d4e6fafb07,143d08f1-5a6a-488b-ae48-e75ad334e7c0,2024-03-09 10:03:32.533772,66,4,2,0
3a02c1d2-e880-4ecb-86aa-43151ebbebb6,bf7cc909-cdb8-48bb-9649-286d25a42d52,2024-01-12 09:51:06.235161,124,61,3,2
7c00a8fd-cb4d-48c6-8240-f17df484d14d,1237e0d0-875d-4284-8b4f-86688eaf0348,2024-08-26 21:14:45.803243,18,23,2,1
f2b6f95b-6071-447d-9bd0-a7263223e0e0,044cbd67-636e-4f2d-a03e-b95150447d26,2024-12-18 20:15:08.120327,118,59,5,2
057fb8e0-af20-42ab-882b-e37cee439aa7,5dff8dcb-425d-466e-b716-f0be60a7d07f,2024-10-10 20:32:54.304201,52,43,1,2
7c08b4af-6664-4d11-acea-38faaf242491,e7f6edf0-d24c-4317-845f-adb3fa63c3c9,2024-04-30 13:16:46.048272,19,70,3,6
3d46c435-50c3-484f-84c3-8af236d0a169,a0089149-0085-4bdb-9ac6-eae885614161,2024-05-24 01:08:24.378392,76,45,5,2
55eb7187-5294-4a4d-a6de-94ff03d019ad,e3ebd4a4-2103-48fc-8d43-c1ed2d7f806c,2024-06-20 05:01:59.736470,82,18,4,2
188e5d73-c1c5-4706-b3fd-3d6555d8ba01,5b86bd30-6c5f-491e-b868-8386411369e7,2025-01-03 21:28:31.998156,109,49,4,3
b8eb99f3-f69a-42f7-99b8-aa2b85a0d48f,04969e1a-924d-4048-898d-41fea3788397,2024-08-03 15:30:54.749203,66,35,1,1
69a317d0-6d91-416e-8a81-4180129c8d93,4926bb4b-7cc6-41ed-9327-f1bb5386654e,2024-06-18 17:03:10.303397,44,15,1,3
e6fa483e-8e43-4e34-828f-1d0d25c3989d,85590303-dec0-4bbe-98c3-4a0e28dea5b6,2024-04-12 11:37:50.491127,89,37,2,4
e699ec39-cb14-4fed-80d7-d99745921d32,161fc148-c5a8-4674-9e4e-7d606ff61e53,2024-08-08 09:24:53.002171,84,37,2,0
1df16398-d6c2-4542-8a45-3728e2e99926,4216abdc-86fc-4261-8746-1f7414bfe492,2024-07-21 16:34:55.595580,113,28,5,3
2f3f1436-b450-4ba1-b62f-a9a9fa8a4125,4daedf6d-0160-451c-91c6-29dc2256bd23,2024-02-13 02:13:25.450326,103,13,3,4
fcc4229b-f615-4a1b-9b48-4a67fb7452ee,baf6bd7d-351d-4999-9ae0-4abb9e97dc28,2024-05-09 19:11:17.449445,115,39,5,4
fb9403b5-39e4-49b3-94ce-354395dabc88,a892c24a-66d7-4750-87da-38f9de58302b,2024-04-29 20:51:02.277128,57,17,4,0
b2aae26c-d33a-4188-b623-3bedaf5285c0,52b90be8-baac-4af2-9592-2b350f10aafa,2024-08-17 11:04:31.427005,28,39,3,1
1f6ba9a7-5d12-4ef9-aea8-b7556187d22f,b172a1e9-9e84-4b3f-b7d0-dffc27b73561,2024-01-26 02:07:44.136656,36,28,3,1
a66d82d2-be59-4378-97f8-07a1fc6830d6,108f1810-af88-47dd-a225-5a73baa58ba7,2024-10-14 01:15:57.296035,93,26,5,3
e8cbf2a1-9a48-4f52-9297-74362054e778,668f5eec-6247-4fd7-b1f2-ee7056ae66be,2024-12-06 22:56:49.963989,76,57,5,3
dfbece67-cb30-4723-8d9a-177510f91bb2,310a4480-4735-49b4-981e-ec894c080b98,2024-12-18 08:06:39.323550,135,32,3,3
92890439-86ca-4d6d-9e14-2c861802ef25,1cde6222-d3e8-4ed8-bff4-686b43dbfb97,2024-12-15 12:34:21.427489,54,22,2,1
9e30702e-ffc2-4331-8282-e03d1d6eca29,2169a9b2-fc70-4887-963e-2de6258b3984,2024-01-23 15:34:14.549674,39,16,3,2
513e1a38-58ac-4794-80f7-1337ace6fb49,c178e749-c1bf-413a-bdb1-5608a4bec295,2024-01-29 11:27:49.339660,22,26,1,4
cc6e6787-0b2f-4988-a5da-58323e99a563,07043ee2-6a6b-4636-bde1-05ca31735475,2024-08-09 01:55:53.925069,49,25,4,2
3db43f76-4726-46b0-9baf-1a7a75bc1a18,d404c6f5-a680-4bdd-8471-68fa6685c9d8,2024-07-16 18:12:38.437419,69,4,2,2
a798d3a9-5848-4723-9cc0-50c5054a9fa2,1a2d87a0-d63c-4a01-bd9c-84ff765d3ef5,2024-12-09 03:08:30.179413,111,13,4,1
04b6b8e9-eb76-42f4-a687-3cca20f36384,e5d79ab1-ae0d-47a4-86de-534043184303,2024-04-04 03:44:22.969506,75,3,3,2
93d1fae5-34e1-426f-b370-d31942193cda,78b99389-058c-49b2-ad91-a2b7e7cf2eb5,2024-02-25 23:07:57.728458,15,53,4,0
e0c0accf-8ef4-42fa-a773-4a89d57bda9e,7261882c-87d7-424a-b7c3-cecbde7bc8b6,2024-01-30 09:05:42.165528,110,58,5,3
c4c7f2dc-634b-4e20-b107-cc5acffcad10,b7a45797-66ce-479a-a17c-71c586f72d81,2025-01-08 02:10:36.626457,6,23,5,0
ca35ae97-8f2b-4508-8085-a9363b9a6994,4a256ead-79ae-4173-beae-50cfeb6517eb,2024-08-21 05:24:49.281869,112,47,2,4
e8553b40-9f5a-4f5b-9165-62b94d83e368,f96d9909-2665-4863-bb9b-411dee913f68,2024-12-07 11:40:05.523596,14,46,5,3
ac11945a-9ac9-4da3-b484-1d748ddcfff6,26f5f2bf-6ec7-417a-a754-bd8f7f82975c,2024-11-22 03:37:30.584750,92,47,4,2
5aa01571-c7f4-4abb-a742-8aec21bbc111,d72cca8e-6c7d-4de5-9204-845196d836bf,2024-05-01 07:06:17.548308,67,22,3,4
2b13fa5c-317c-4e37-9c04-fea683d23f43,00e00d14-221b-43e8-881c-31f9a6c91a5f,2024-07-03 12:12:28.260859,15,34,3,3
30734e2d-5777-4469-b9f0-a50381629fba,9200e118-5460-42c4-9e29-4d383b241bda,2024-11-05 02:35:45.428538,119,47,5,2
fb7322d4-b1a9-46c3-96ae-1ccd82a3a7b4,190d75f3-c5e0-4079-8469-8d433909053c,2024-09-12 09:46:49.175929,85,8,5,0
4e7ea364-e917-49f7-9445-d48891e609f2,b655cf95-2a7a-4ab8-807b-ed6ae2f4f934,2024-11-10 06:38:03.755548,12,40,5,3
493c4e91-4edf-48a3-be75-76a7d676e8d7,dd97cdda-5700-47b1-8e9d-0b5100be4654,2024-10-05 23:59:55.683508,39,73,6,3
5b5762f9-f2a7-4c45-bfbf-e690ad063000,36b9126c-3437-4fcd-ab80-a36a5a440159,2024-03-22 01:24:53.953402,39,44,3,0
106f668d-c47e-44e8-8251-82a713de884c,14ebdff6-0bf0-4403-9d47-bae98767e6fa,2024-08-11 13:25:10.697850,37,19,5,4
2e520b9e-8583-4a4f-afde-9056bb910822,f98d872c-f1fe-42cb-9ddd-5f595d68e367,2024-02-05 09:32:29.602318,10,81,2,6
4bf2ac88-cff7-44f1-b3ff-b53af19f117c,c4efbb4e-c293-49b5-82a9-b21487f03772,2024-07-03 20:21:56.116930,110,41,3,4
848029f2-0d50-4e0b-845f-77adb1aa84f1,4598f508-c4c6-463a-b0a9-8d19bb86fbe9,2024-11-20 01:00:14.002490,107,37,4,4
62f7ba67-8b47-4ae3-9041-5a9bb7a0dd22,69da2181-7f1b-4bad-8bfc-1c7c84b60bcd,2024-08-16 17:25:06.038973,45,6,5,1
7fd10a4e-634a-4d6c-8d31-d86d08db3fd6,22721e35-4f03-45e6-b681-e72a2f774681,2024-12-20 02:58:10.528025,38,33,1,3
0914c139-6489-46ff-8a3b-b1dac5596047,51bc23df-270a-4223-8338-8f15209b75d6,2024-06-21 17:17:09.892825,11,34,3,3
d087cf0f-4b31-4c40-98c7-72f4b7cbfec9,2fd69ba2-eba6-4376-a6e2-9c19022f5e17,2024-12-31 06:07:54.392411,92,58,3,1
eedad0f0-4eac-4dfb-8488-af4572aa6c17,3428cb49-1f77-4b9d-a990-df4c94705760,2024-06-06 12:59:11.884257,76,6,5,2
c0e6c134-cf1f-4660-a54e-36e2aa7448a6,0c4cefb6-2b22-4ee5-8145-4a4d9117f8d4,2024-11-11 07:36:19.744709,16,37,2,2
1d7f7dbb-15fa-405e-bf3e-21b047e9117c,a244c0ed-e245-441b-9222-a0a8d715d68c,2024-10-16 08:05:12.829935,38,33,4,4
090a1819-f4db-4fe5-9042-6847921791d6,fe498551-78b6-4010-b23c-4ae2bf17fc4a,2024-05-10 15:29:34.183593,37,22,3,0
3891e03e-326a-47d7-9de7-f47e5c4dc707,ab8cf1b4-ebee-4c3f-91f1-397c0be65407,2024-01-24 10:32:09.969366,62,27,5,2
42b39a4a-3994-4f7b-b971-2edddd329c4d,d6be3a3f-fd9a-4f6f-bbb1-d40028b7b9f1,2024-01-25 11:37:48.974867,32,7,5,0
59e8c74d-b490-4f9c-829b-7db400045cd9,97233fa7-4cca-42e1-810d-33752d4e8610,2024-08-18 15:00:22.866900,66,6,2,3
b68becc8-2fa5-41e9-bc46-9a592a609e7a,5d23015a-c052-488b-b976-d5c9732744da,2024-02-05 09:09:02.987030,110,62,4,0
f5ed2c3e-3f1f-422c-a18d-30abd813a5f4,d68f410b-070e-40b2-b49c-a1ba51c76de1,2024-04-14 06:41:41.752864,41,4,1,3
ec0fa723-5f82-4f17-8b88-66d28391d3ff,fa80d75c-5294-4ee9-a864-3eee9d68e221,2024-05-21 01:19:51.889201,103,30,5,1
0e6e8a9f-daa5-433b-bdba-ed66a2c22161,c2da48af-41cc-4a74-b1aa-a3f7c64dfe22,2024-08-14 21:02:06.004736,48,11,2,1
96ba0630-d886-4fa3-88b3-f74b888ce744,8de4c4c5-de1d-45f7-b6f4-de839b3dec0c,2024-09-24 09:35:58.666628,108,30,5,4
ac3606e2-c63b-4e6b-b0cf-144e648ec4ee,8fa38f69-ab22-47f9-8e7b-50f5066f1045,2024-09-15 00:12:50.258115,90,31,5,2
bab31911-49ab-411e-b19d-c971b0d1d955,3eaaaa5c-c1ab-42f2-8f9f-e36805943f72,2024-02-05 23:00:47.142024,114,31,5,4
f5858b8e-e9c8-41d2-9d80-5d2c23b29bc3,a5565a8b-ee1d-4b38-a722-3aa425688b3a,2024-03-25 04:50:34.471020,39,9,4,3
90a55c8e-8d3e-44f0-96d9-1bde9d13826e,cf5ed20e-11ce-4e9b-b42e-5e9d76624190,2024-10-28 10:37:02.351161,69,3,5,4
b165ff67-9165-4291-a33f-72a0643f1ef2,a33a01bd-915d-4988-a128-7f8ad4b5ea5c,2024-12-19 15:13:39.725885,123,40,5,0
b5968c9d-c567-4d9a-8d70-49b2d14e5afa,220a1310-e3d1-4b87-99f9-239fadb12c0b,2024-03-17 20:07:34.006733,105,40,5,3
3ff0c170-56f8-47bf-abcb-466be43ffb94,69204038-f9b8-4437-9061-6ed70f4dec15,2024-10-20 13:01:39.684124,51,37,4,1
2e057172-8262-4916-aa28-49c463bdf3f1,c7faa47d-8af2-402e-aba1-e63c4c9f9229,2024-07-20 14:43:03.095020,82,36,3,2
00f7f20e-d189-456b-8e9d-366b89e210ab,dc4cec8e-8a57-4153-bf24-40f65f839a42,2024-04-27 13:11:01.740717,7,24,1,3
14a8e350-227c-4b18-8a69-5421ac23b9fe,14ac300f-0bbf-401a-8fed-58732ae09696,2024-07-17 13:01:51.941063,5,31,3,3
77061740-c93d-43b8-a781-be68c1fc05ef,eb1a582c-f75d-4656-8385-a2a7e0ac17d0,2024-03-22 15:59:11.339811,9,6,1,0
e900ca7a-f1a3-409d-995b-8f4dadf1e140,39c07121-c1ed-4586-87f3-c429aeeb07a8,2024-02-29 10:27:03.566517,112,2,5,2
e3c775f0-dc42-4cc6-9953-b62cd3780fd0,0cbee6d9-3601-4cea-bd2c-b569349fd5d4,2024-05-04 17:50:40.113409,18,20,2,1
7cfe29a4-072a-4fa2-afd5-458b147880d0,f6a8da75-4e2e-4478-ae21-19aac7b548f8,2024-06-26 10:28:47.499541,107,28,5,3
1a485f25-0e87-42e0-ae21-1ed4523a6412,3ebf351b-a22e-40e5-9ebb-ed7af0b1132e,2024-05-15 19:46:17.839694,31,11,2,3
c72d858a-d9db-4421-8eea-8949871e4f3c,a1355c01-8ae9-42ef-b066-21e4575f5838,2024-06-09 06:44:18.695861,13,4,4,0
c6d477af-45de-4d68-8972-0d82e15e125c,6b182757-0a31-4732-9f4b-62e3ab59271b,2024-02-14 13:40:52.813999,99,28,3,6
c137b04c-b426-466a-9579-15316659743d,b50ed83c-8344-4814-8887-5dfed2d00fef,2024-10-15 04:52:57.954880,19,6,2,1
1b45c892-335a-4092-87b9-6f9d291ff177,5383a54f-d77b-4da8-afe7-9df069fdc00e,2024-09-28 15:37:16.866383,94,49,5,2
a5bcd695-48d7-4eca-a701-7a4f112b42ab,9c8dc74b-42b8-40e6-9239-67a501e51c07,2024-01-15 17:52:48.241128,55,39,3,3
